"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-09","82","44","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-10","74","45",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-11","89","46",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-12","84","44","44"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-13","82","42","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-14","87","42","43"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-15","87","42","42"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-16","70","38","38"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-17","68","38",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-18","82","39",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-19","78","43","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-20","79","45","49"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-21","75","41","41"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-22","49","40","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-23","48","38","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-24","59","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-25","67","34",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-26","74","35","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-27","66","38","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-28","64","28","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-29","68","29","34"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-30","61","34","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-10-31","51","34","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-01","65","35",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-02","75","35","35"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-03","78","35","47"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-04","78","40","46"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-05","61","27","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-06","52","24","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-07","47","24",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-08","56","19",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-09","71","25","26"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-10","65","25","26"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-11","70","26",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-12","47","24","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-13","54","22","23"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-14","62","22",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-15","70","27",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-16","64","27","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-17","52","25","26"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-18","49","26","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-19","56","20","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-20","57","21","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-21","56","12",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-22","49","17",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-23","67","25","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-24","67","25","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-25","67","24","26"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-26","51",,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-27",,"9","13"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-28","26","12",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-29","28","19",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-11-30","28","18","18"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-01","38","15","19"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-02","43","17","18"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-03","56","18","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-04","54","18","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-05","67","20",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-06","48","27",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-07","53","23","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-08","57","29","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-09","62","30","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-10","67","36","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-11","66","36","38"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-12","52","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-13","39","24",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-14","49","18","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-15","44","21","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-16","23","6","7"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-17","37","7","10"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-18","28","7","10"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-19","54","10",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-20","62","22",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-21","50","24","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-22","50","21","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-23","55","21","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-24","47","14","15"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-25",,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-26",,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-27",,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-28","40","4","6"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-29","35","3","8"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-30","29","6","8"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2015-12-31","32","6","6"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-01","29","6","8"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-02","40","5",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-03","46","9",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-04","51","17","17"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-05","50","17","18"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-06","51","18","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-07","53","20","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-08","40","19","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-09",,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-10",,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-11",,,"14"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-12","52","14","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-13","56","19","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-14","59","20","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-15","47","20","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-16","40","21",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-17","41","16",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-18","47","18",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-19","56","24","28"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-20","48","22","28"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-21","53","26","26"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-22","49","18",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-23","59","20",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-24","67","28",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-25","49","26","26"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-26","41","15","15"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-27","50","15","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-28","57","20","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-29","66","21","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-30","59","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-01-31","69","27",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-01","37","20","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-02","32","16","16"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-03","27","4","4"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-04","33","4","7"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-05","43","7","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-06","43","17",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-07","53","24",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-08","47","17","17"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-09","51","17","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-10","60","22","32"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-11","71","29","32"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-12","68","29","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-13","57","30",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-14","69","30",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-15","56","25",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-16","60","29","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-17","57","26","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-18","67","27","31"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-19","76","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-20","69","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-21","65","34",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-22","49","24","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-23","53","23","26"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-24","43","19","19"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-25","55","18","19"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-26","54","19","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-27","65","24",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-28","74","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-02-29","63","40","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-01","67","30","31"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-02","60","31","37"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-03","61","29","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-04","67","29","38"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-05","60","30",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-06","67","34",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-07","70","37","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-08","59","26","26"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-09","52","25","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-10","64","25","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-11","70","25","31"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-12","75","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-13","66","41",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-14","64","36","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-15","67","29","31"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-16","48","27","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-17","51","25","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-18","38","20","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-19","33","20",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-20","37","19",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-21","62","36","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-22","76","33","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-23","72","27","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-24","33","13","13"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-25","52","13","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-26","52","25",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-27","39","20",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-28","55","20",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-29","68","30","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-30","60","30","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-03-31","53","23","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-01","41","20","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-02","52","20",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-03","67","35",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-04","72","36","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-05","79","39","41"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-06","73","33","34"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-07","73","34","41"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-08","68","35","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-09","66","36",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-10","77","41",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-11","69","34","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-12","61","35","35"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-13","73","35","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-14","77","39","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-15","81","40","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-16","55","45",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-17","45","33",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-18","40","29","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-19","45","28","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-20","53","29","33"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-21","60","32","34"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-22","69","34","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-23","83","39",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-24","79","45",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-25","68","39","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-26","76","39","41"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-27","53","30","31"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-28","59","29","38"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-29","40","31","34"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-04-30","38","34",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-01","39","32",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-02","43","25","26"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-03","63","26","34"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-04","70","34","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-05","79","39","44"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-06","86","44","49"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-07","86","48",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-08","61","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-09","65","39","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-10","71","39","46"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-11","70","38","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-12","63","35","35"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-13","76","35","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-14","75","43",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-15","54","42",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-16","57","37","41"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-17","47","34","35"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-18","50","34","35"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-19","70","35","41"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-20","78","41","50"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-21","84","48",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-22","90","53",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-23","76","45","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-24","71","41","42"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-25","79","42","48"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-26","77","45","46"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-27","69","46","50"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-28","62","40",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-29","77","41",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-30","78","45",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-31","85","45","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-01","72","45","46"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-02","79","46","50"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-03","86","50","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-04","82","60",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-05","80","59",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-06","88","52","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-07","89","51","54"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-08","83","53","54"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-09","87","54","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-10","94","56","62"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-11","99","61",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-12","94","59",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-13","87","55","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-14","80","47","51"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-15","86","51","53"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-16","95","53","58"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-17","98","58","61"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-18","89","57",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-19","94","64",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-20","102","63","64"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-21","79","58","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-22","104","59","70"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-23","82","63","65"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-24","95","62","66"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-25",,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-26",,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-27",,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-28","96","62","64"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-29","96","52","55"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-30","92","55","58"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-01","81","56","57"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-02","79","57",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-03","80","55",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-04","89","58",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-05","95","59","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-06","94","55","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-07","99","56","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-08","92","60","63"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-09","99","56",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-10","104","64",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-11","100","64","65"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-12","93","58","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-13","95","57","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-14","94","59","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-15","90","59","65"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-16","93","62",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-17","99","63",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-18","90","57","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-19","98","60","66"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-20","100","59","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-21","95","60","62"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-22","99","62","68"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-23","99","60",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-24","101","60",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-25","95","56","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-26","99","56","62"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-27","96","60","61"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-28","96","58","61"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-29","89","61","63"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-30","90","58",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-31","95","59",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-01","97","58","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-02","100","60","62"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-03","97","59","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-04","101","60","65"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-05","79","61","61"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-06","77","61",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-07","86","59",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-08","90","59",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-09","93","58","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-10","100","59","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-11","96","59","61"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-12","93","53","54"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-13","88","54",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-14","94","57",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-15","87","55","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-16","95","55","55"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-17","95","55","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-18","93","55","57"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-19","92","54","54"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-20","76","40",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-21","91","51",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-22","94","51","51"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-23","98","48","52"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-24","89","51","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-25","69","45","49"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-26","73","49","51"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-27","81","46",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-28","92","48",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-29","86","60","61"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-30","88","51","52"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-31","87","51","51"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-01","83","51","55"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-02","92","54","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-03","87","56",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-04","87","54",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-05","87","49",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-06","95","59","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-07","80","56","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-08","90","49","49"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-09","92","49","52"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-10","76","41","41"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-11","85","40","47"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-12","95","47","57"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-13","77","47","47"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-14","67","45","46"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-15","83","46","46"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-16","81","43","44"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-17","72","44",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-18","79","48",
