"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-11","98","64",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-12","90","56",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-13","88","58","64"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-14","80","56","58"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-15","98","58","64"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-16","99","54","54"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-17","82","50","53"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-18","87","53",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-19","79","51",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-20","82","54","58"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-21","85","57","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-22","95","58","65"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-23","95","60","63"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-24","87","58","63"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-25","86","61",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-26","83","55",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-27","97","56","64"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-28","100","62","64"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-29","101","64","69"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-30","99","66","66"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-08-31","97","57","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-01","93","59",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-02","98","61",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-03","93","65",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-04","90","59","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-05","94","52","54"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-06","90","54","58"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-07","95","53","54"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-08","72","54",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-09","81","48",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-10","92","50","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-11","96","59","65"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-12","90","48","48"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-13","60","48","51"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-14","73","46","48"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-15","81","46",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-16","90","48",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-17","87","52","52"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-18","70","44","44"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-19","83","44","52"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-20","85","48","49"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-21","85","47","50"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-22","80","49",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-23","79","45",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-24","92","47","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-25","84","50","50"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-26","73","49","50"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-27","70","44","44"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-28","69","43","47"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-29","75","44",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-09-30","80","46",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-01","76","50","50"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-02","74","45","47"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-03","87","47","53"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-04","89","35","35"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-05","52","29","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-06","40","30",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-07","37","32",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-08","58","26","28"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-09","76","28","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-10","54","29","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-11","65","30","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-12","68","34","34"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-13","74","34",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-14","60","37",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-15","71","42","42"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-16","82","42","43"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-17","84","37","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-18","61","31","32"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-19","68","31","31"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-20","70","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-21","81","41",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-22","70","33","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-23","71","36","37"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-24","82","37","43"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-25","55","26","28"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-26","38","28","28"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-27","45","24",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-28","54","26",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-29","69","29","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-30","72","34","34"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-10-31","73","33","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-01","75","34","35"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-02","73","35","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-03","59","38",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-04","64","29",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-05","67","31","32"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-06","72","32","37"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-07","71","33","37"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-08","80","37","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-09","60","34","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-10","63","32",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-11","54","22",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-12","36","16",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-13","50","17","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-14","57","23","23"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-15","58","23","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-16","51","21","23"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-17","58","22",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-18","66","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-19","67","30","33"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-20","62","29","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-21","72","29","33"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-22","74","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-23","54","23","23"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-24","54","22",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-25","60","30",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-26","68","29","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-27","35","17","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-28","61","22","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-29","53","24","34"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-11-30","67","27","31"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-01","63","28",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-02","71","35",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-03","69","38","39"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-04","59","24","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-05","59","24","38"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-06","75","38","44"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-07","52","27","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-08","58","27",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-09","55","23",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-10","25","9","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-11","44","15","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-12","47","22","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-13","62","23","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-14","60","25","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-15","45","29",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-16","48","27",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-17","45","19","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-18","54","26","32"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-19","48","28","28"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-20","28","7","11"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-21","52","11","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-22","51","20",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-23","55","20",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-24","53","17","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-25","39","8",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-26","22","4","9"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-27","31","7","8"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-28","35","-2","11"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-29","35","11",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-30","42","9",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2012-12-31","26","15","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-01","36","11",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-02","36","0","12"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-03","37","11","11"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-04","43","10","16"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-05","52","15",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-06","43","7",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-07","49","9","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-08","57","24","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-09","55","18","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-10","65","20","23"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-11","45","23","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-12","41","14",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-13","18","4",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-14","17","-1","4"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-15","19","-1","2"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-16","33","2","19"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-17","51","16","17"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-18","57","17","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-19","63","22",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-20","65","28",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-21","49","15",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-22","60","23","28"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-23","68","27","31"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-24","56","24","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-25","71","26","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-26","64","30",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-27","55","25",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-28","62","30","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-29","62","19","19"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-30","36","12","14"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-01-31","41","14","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-01","50","22","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-02","48","22",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-03","63","20",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-04","55","23","23"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-05","56","23",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-06","64","23","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-07","59","25","26"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-08","52","23","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-09","52","26",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-10","36","24",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-11","36","22",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-12","34","14","14"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-13","46","14","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-14","49","22","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-15","39","9","10"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-16","41","10",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-17","57","23",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-18","64","26",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-19","42","24","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-20","46","18","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-21","39","13","14"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-22","31","12","12"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-23","40","12",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-24","50","17",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-25","30","10","11"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-26","45","11","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-27","37","14","16"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-02-28","43","13","15"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-01","46","15","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-02","53","24",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-03","63","30",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-04","67","27","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-05","36","11","11"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-06","44","11","21"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-07","62","21",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-08","69","29","31"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-09","51","27",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-10","36","14",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-11","46","16","31"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-12","56","25","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-13","44","23","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-14","68","29","37"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-15","76","37","52"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-16","77","47",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-17","56","40",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-18","61","28","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-19","53","29","37"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-20","58","22","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-21","55","22","34"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-22","64","28","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-23","52","26",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-24","26","12",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-25","28","4",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-26","39","12","18"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-27","60","18","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-28","59","29","32"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-29","68","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-30","74","38",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-03-31","69","38",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-01","71","33","33"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-02","57","32","41"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-03","43","34","35"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-04","63","35","36"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-05","73","36","46"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-06","77","46",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-07","67","47",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-08","66","36","38"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-09","68","14","15"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-10","22","8","9"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-11","32","9","20"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-12","58","20","32"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-13","63","32",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-14","71","31",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-15","51","27","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-16","35","20","22"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-17","38","22","27"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-18","35","15","16"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-19","40","16","24"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-20","58","24",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-21","61","37",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-22","67","38","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-23","57","19","19"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-24","38","19","25"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-25","58","25","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-26","67","29","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-27","69","39",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-28","76","41",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-29","83","45","48"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-04-30","84","41","42"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-01","60","30","30"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-02","35","20","23"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-03","48","23","29"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-04","61","29",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-05","63","37",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-06","57","38","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-07","69","40","49"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-08","75","42","44"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-09","64","42","42"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-10","60","35","40"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-11","68","40",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-12","70","46",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-13","82","48","54"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-14","89","54","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-15","92","54","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-16","88","50","53"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-17","85","51","53"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-18","92","53",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-19","81","54",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-20","71","47","47"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-21","69","40","43"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-22","75","43","51"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-23","81","45","48"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-24","75","47","50"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-25","88","50",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-26","92","55",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-27","86","57",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-28","84","53","53"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-29","88","49","49"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-30","69","49","55"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-05-31","74","50","55"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-01","74","53",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-02","71","44",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-03","89","46","57"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-04","96","54","54"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-05","78","44","45"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-06","61","42","48"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-07","82","48","55"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-08","83","49",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-09","79","60",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-10","94","51","64"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-11","100","61","66"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-12","102","59","64"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-13","96","56","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-14","87","56","72"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-15","94","63",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-16","84","59",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-17","87","51","54"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-18","86","54","57"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-19","88","54","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-20","100","56","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-21","95","58","62"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-22","100","60",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-23","86","59",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-24","90","53","56"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-25","93","56","61"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-26","95","51","66"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-27","100","65","66"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-28","101","64","68"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-29","97","65",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-06-30","86","62",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-01","79","55","60"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-02","85","54","57"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-03","88","56","61"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-04","93","50",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-05","96","50","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-06","91","59",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-07","96","69",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-08","87","62","62"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-09","100","62","65"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-10","99","63","64"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-11","94","62","64"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-12","105","64","69"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-13","98","66",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-14","91","62",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-15","82","57","63"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-16","81","56","59"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-17","87","59","63"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-18","95","63","69"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-19","97","64","65"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-20","84","65",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-21","93","62",
"USC00052223","DENVER WATER DEPARTMENT, CO US","2013-07-22","96","62","65"
